"40","1","277-6405-ND","1935776","CONN TERM BLOCK 2POS 5.0MM","LOAD","0","0.66000","$0.66"
"41","1","MJH6284GOS-ND","MJH6284G","TRANS NPN DARL 100V 20A TO247","LOAD","0","6.60000","$6.60"
"42","1","TIP120-ND","TIP120","TRANS NPN DARL 60V 5A TO-220","LOAD","0","0.94000","$0.94"
"43","1","620-1371-1-ND","ACS711ELCTR-25AB-T","SENSOR CURRENT HALL 25A AC/DC","LOAD","0","5.01000","$5.01"
"44","1","317-1258-ND","MF52A2103J3470","NTC THERMISTOR 10K OHM 5% BEAD","LOAD","0","0.63000","$0.63"
"47","1","MCP4725A0T-E/CHCT-ND","MCP4725A0T-E/CH","IC DAC 12BIT W/I2C SOT23A-6","LOAD","0","1.55000","$1.55"
